-0.020075, 0.043175, -0.095563, 0.967407, 1.409302, -2.947998
-0.018975, 0.025025, -0.067925, -0.009155, 0.737915, -2.215576
-0.018975, 0.025025, -0.067925, -2.328491, -0.604858, -5.267334
0.012925, 0.03465, -0.068888, -2.999878, 4.216919, 5.047607
-0.006187, 0.004812, 0.014025, -2.267456, 6.292114, 16.461182
0.001237, 0.003712, 0.0055, 2.249146, 12.334595, 51.251221
0.009762, 0.003712, -0.016775, -0.07019, 12.334595, 44.842529
0.009762, 0.003712, -0.016775, 6.887817, 4.522095, 43.743896
0.0022, 0.03245, 0.003437, 2.676392, 6.170044, 40.142822
-0.004125, 0.03245, 0.0066, 1.577759, 3.240356, 35.076904
-0.003025, 0.030388, -0.000825, 1.089478, 0.310669, 8.831787
0.0022, 0.004812, 0.003437, -0.131226, 0.79895, -3.619385
